lulusan_id,mahasiswa_id,prodi_id,tanggal_lulus,ipk,lama_studi_bulan,status_pasca_lulus,nama_perusahaan,bidang_kerja,masa_tunggu_bulan,sumber_data,ingested_at
LLS8633c4e5,2018TS07551,TS,2023-06-15,2.86,69,Studi Lanjut,Unsri,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS72fc8241,2019TP24162,TP,2025-12-01,3.36,62,Bekerja,PT Bukit Asam,Tidak Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLSb12c4dc5,2018SK24759,SK,2023-11-12,3.32,71,Bekerja,NUS Singapore,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS9b5d691b,2021MB47077,MB,2025-06-01,3.18,66,Wirausaha,,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSb2281395,2021TL14090,TL,2025-05-06,3.04,46,Bekerja,BMKG,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS7b85be83,2021GL31672,GL,2025-07-20,3.47,44,Bekerja,Kyushu University,Tidak Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSbf3455bf,2019BIO46986,BIO,2023-03-27,2.77,42,Studi Lanjut,Unsri,Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLS27bb531f,2018TM07307,TM,2022-05-09,3.02,59,Belum Bekerja,PT Pertamina,Tidak Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLSd4fe407d,2018SI40299,SI,2022-07-30,3.12,53,Belum Bekerja,PT Pertamina,Tidak Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLSbfb70d16,2023TS23957,TS,2027-01-01,3.55,59,Belum Bekerja,,Sesuai,2,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS39b990dd,2023AG27852,AG,2027-01-01,3.26,70,Bekerja,TU Delft,Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLSa9a344bd,2018IF04284,IF,2024-11-12,3.4,46,Belum Bekerja,ITB,Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLS81c636c9,2018PWK36613,PWK,2023-11-05,3.28,64,Studi Lanjut,PT Astra International,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa2d58225,2023TLK05791,TLK,2027-01-01,3.06,54,Studi Lanjut,,Tidak Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf22fb6ea,2023PWK32239,PWK,2027-01-01,2.78,56,Bekerja,,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLS5286b1c9,2022GL20044,GL,2026-01-01,3.48,61,Wirausaha,,Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc62cb964,2018KIM49401,KIM,2023-12-02,2.9,45,Belum Bekerja,Universitas Indonesia,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS226a8411,2020PWK33227,PWK,2025-08-13,3.31,47,Bekerja,,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLSef8098f7,2020TP27905,TP,2025-10-06,3.35,55,Bekerja,,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS3949b42a,2018KIM14600,KIM,2022-09-22,3.63,62,Belum Bekerja,BRIN,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc6596f73,2019TLK16792,TLK,2024-06-26,2.99,49,Wirausaha,Telkom University,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS01a3e33a,2023BIO21381,BIO,2027-01-01,2.75,47,Bekerja,,Tidak Sesuai,14,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1348e470,2018FT29870,FT,2022-12-18,3.79,64,Bekerja,Bank Indonesia,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLSa6697ae9,2018SI06614,SI,2024-07-16,3.52,64,Belum Bekerja,,Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLS38aa040b,2018TLK16415,TLK,2022-06-27,3.76,54,Bekerja,BRIN,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSb6a6181d,2021TL04017,TL,2025-04-22,3.75,52,Bekerja,BMKG,Tidak Sesuai,16,Tracer Study,2026-05-13T19:21:14+07:00
LLS3b379f81,2019TS37325,TS,2025-02-23,3.31,66,Wirausaha,World Bank Jakarta,Tidak Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS592029e0,2020TI02669,TI,2024-03-03,2.77,66,Studi Lanjut,PT PLN,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS47e40181,2021SI12838,SI,2025-12-23,3.59,60,Bekerja,Bank Indonesia,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS497d2756,2020KIM01968,KIM,2024-04-25,3.51,48,Bekerja,UGM,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS2d1a2235,2018FT03758,FT,2023-07-13,3.76,49,Bekerja,PT PLN,Tidak Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLSf7734383,2019TL18331,TL,2023-03-14,2.79,67,Wirausaha,,Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS9e04db3a,2022MB11254,MB,2026-01-01,3.66,46,Belum Bekerja,,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS46a82cc0,2019TP20219,TP,2023-12-17,2.9,62,Belum Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4b88ac52,2020SK40330,SK,2024-02-19,3.93,69,Bekerja,Universiti Malaya,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSd253d4e8,2021AG10516,AG,2025-02-26,3.6,59,Belum Bekerja,Osaka University,Tidak Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2666a33e,2019GD24478,GD,2024-06-09,3.8,67,Wirausaha,JICA Indonesia,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS26dd3f6b,2022FT28120,FT,2026-01-01,3.12,63,Bekerja,,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLSb8863af8,2019TM11274,TM,2025-04-30,3.86,66,Bekerja,,Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLSe72c9322,2019MB17579,MB,2025-05-04,3.8,69,Bekerja,ITS,Tidak Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS74fafb94,2020TG05684,TG,2025-12-05,3.37,43,Belum Bekerja,World Bank Jakarta,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS1c708708,2023TP42932,TP,2027-01-01,3.24,63,Bekerja,Telkom University,Tidak Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS99963dc2,2019KIM36347,KIM,2025-04-29,3.52,50,Belum Bekerja,Universitas Indonesia,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS2a1d52d9,2023GD27640,GD,2027-01-01,3.53,58,Bekerja,PT Pertamina,Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf387dd23,2022BIO24167,BIO,2026-01-01,3.2,55,Belum Bekerja,,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS9cd8c687,2018SI46810,SI,2022-04-11,3.59,55,Bekerja,PT PLN,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLSad0239b1,2020FT01414,FT,2024-05-17,3.66,50,Belum Bekerja,ITB,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSd2232795,2018SK25972,SK,2024-11-10,3.58,50,Bekerja,Unsri,Tidak Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2efe8abf,2023MTK20321,MTK,2027-01-01,3.85,45,Wirausaha,,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS76069de8,2020AR20623,AR,2025-02-12,3.79,68,Wirausaha,,Tidak Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa910ceab,2022FIS16246,FIS,2026-01-01,3.58,49,Bekerja,,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS9b43edc9,2018AG45560,AG,2023-06-12,3.53,51,Bekerja,NUS Singapore,Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS347d3b02,2023TG45450,TG,2027-01-01,3.27,54,Belum Bekerja,UGM,Tidak Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLSd40cbaa3,2020SK18888,SK,2025-03-30,2.78,70,Bekerja,Bank Indonesia,Tidak Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS98a7a29f,2022TI37348,TI,2026-01-01,2.83,47,Bekerja,Universitas Lampung,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe4023844,2021GL42405,GL,2025-02-20,3.57,53,Bekerja,Bank Indonesia,Tidak Sesuai,4,Tracer Study,2026-05-13T19:21:14+07:00
LLSf1199d55,2022TL36598,TL,2026-01-01,3.47,72,Bekerja,,Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLS6e24a2ed,2020TS13081,TS,2024-01-13,3.51,51,Belum Bekerja,World Bank Jakarta,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2908cdfa,2022TLK31332,TLK,2026-01-01,3.24,56,Bekerja,,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLSd71aab63,2018FIS48717,FIS,2022-03-04,3.02,51,Wirausaha,PT PLN,Tidak Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS7eefd033,2018KIM08213,KIM,2024-03-11,2.99,53,Bekerja,PT Pertamina,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS0f00a135,2019KIM06140,KIM,2023-08-05,2.85,50,Bekerja,Telkom University,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLSe99c8b48,2023IF03887,IF,2027-01-01,3.35,56,Belum Bekerja,NUS Singapore,Tidak Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSd729bbea,2020MTK27831,MTK,2025-07-18,3.62,65,Wirausaha,Google Indonesia,Tidak Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS8447b3d1,2019TL08715,TL,2024-08-29,3.87,68,Bekerja,Telkom University,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLSffe776fa,2022FIS14245,FIS,2026-01-01,3.77,60,Bekerja,PT PLN,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS7d936956,2019FT07342,FT,2025-01-03,3.93,48,Belum Bekerja,,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLSb6d95c39,2022AR14916,AR,2026-01-01,3.17,48,Bekerja,BMKG,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS3bcbcc44,2020KIM21401,KIM,2024-12-09,2.85,62,Bekerja,,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4fe41459,2021KIM11558,KIM,2025-08-21,3.8,66,Bekerja,UNDP Indonesia,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSd57ed9a7,2018TL33869,TL,2024-10-28,3.18,53,Belum Bekerja,Universitas Lampung,Sesuai,1,Tracer Study,2026-05-13T19:21:14+07:00
LLSf0f63c90,2023TS28901,TS,2027-01-01,3.4,64,Belum Bekerja,IPB University,Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLSeb9f1153,2022GL02558,GL,2026-01-01,3.42,57,Studi Lanjut,Bank Indonesia,Tidak Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS80b6cda4,2019AR15586,AR,2024-09-22,2.82,45,Wirausaha,Osaka University,Tidak Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLScf581de5,2021TP38353,TP,2025-02-26,2.94,42,Bekerja,BMKG,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS97ef01a8,2023FIS01367,FIS,2027-01-01,3.76,44,Belum Bekerja,PT PLN,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSdeeed2e7,2019AR26090,AR,2025-07-22,3.71,55,Belum Bekerja,Chulalongkorn University,Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4e20ed9b,2021MTK37896,MTK,2025-01-15,3.53,65,Bekerja,Universiti Malaya,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSdfd2faad,2018TLK24876,TLK,2022-11-25,3.04,67,Bekerja,,Tidak Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS3fbbbeb8,2019MB33159,MB,2025-08-27,3.72,64,Belum Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS56050b98,2018AG06317,AG,2024-12-09,3.46,64,Bekerja,BRIN,Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS35a49422,2020TP30176,TP,2024-10-10,3.34,54,Bekerja,Huawei Indonesia,Tidak Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLSbf1c3b84,2020KIM02508,KIM,2024-12-26,3.77,58,Wirausaha,,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS73237fd5,2023MTK09717,MTK,2027-01-01,3.08,60,Belum Bekerja,,Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS8b712ab0,2021KIM38120,KIM,2025-08-10,3.81,63,Belum Bekerja,PT Pertamina,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS84eb428b,2023BIO37215,BIO,2027-01-01,3.11,58,Belum Bekerja,,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLSe45fee7e,2019FT18048,FT,2025-02-15,3.46,63,Wirausaha,UGM,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS527c59b6,2023SI09294,SI,2027-01-01,3.0,66,Bekerja,IPB University,Tidak Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1b15b814,2020TP35552,TP,2025-10-17,3.44,71,Wirausaha,,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS764bbdc6,2021MTK21504,MTK,2025-09-30,3.84,43,Belum Bekerja,,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf4c01cf4,2019MB18639,MB,2025-12-23,3.8,51,Belum Bekerja,LIPI,Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLSeeb3d809,2018AR48416,AR,2024-09-08,3.41,54,Bekerja,Universitas Indonesia,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS95e791f8,2022TLK16307,TLK,2026-01-01,3.43,64,Belum Bekerja,LIPI,Tidak Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS60429343,2020FIS08774,FIS,2024-04-16,3.68,72,Wirausaha,UNDP Indonesia,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS550ab692,2023FT02645,FT,2027-01-01,3.1,69,Studi Lanjut,Osaka University,Tidak Sesuai,14,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSfabd78ce,2018BIO18556,BIO,2024-09-10,3.88,51,Belum Bekerja,PT Telkom Indonesia,Tidak Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS926835b1,2022TL29865,TL,2026-01-01,2.87,69,Belum Bekerja,ITB,Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS091257d7,2023AG03610,AG,2027-01-01,2.76,64,Studi Lanjut,,Tidak Sesuai,2,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2ee097c0,2019TG16512,TG,2025-11-26,3.69,63,Bekerja,Universitas Indonesia,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS6bca6e64,2021SK33655,SK,2025-08-04,3.31,67,Bekerja,PT Pertamina,Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS0d6dec17,2018TI39842,TI,2022-03-14,3.4,47,Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1139cab0,2023GD31899,GD,2027-01-01,3.33,52,Bekerja,BRIN,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS16efc5e6,2023GD00004,GD,2027-01-01,2.86,52,Bekerja,Unila,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLS0ea821cc,2018SK48134,SK,2024-09-24,3.24,60,Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS526c962a,2021FIS39441,FIS,2025-10-23,3.37,59,Bekerja,PT Bukit Asam,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1864b025,2021TM02868,TM,2025-05-05,3.77,48,Belum Bekerja,Politeknik Negeri Lampung,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4d0ea499,2023TK42705,TK,2027-01-01,3.74,54,Bekerja,Kyushu University,Tidak Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS04beb8c3,2020TE19575,TE,2025-07-12,2.87,58,Bekerja,ITB,Tidak Sesuai,1,Tracer Study,2026-05-13T19:21:14+07:00
LLS8dd97a05,2020MB41019,MB,2025-09-26,3.51,62,Bekerja,PT Pertamina,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa228f3b6,2021IF04237,IF,2025-11-25,3.53,72,Bekerja,NUS Singapore,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSabf56ac2,2018TM02505,TM,2023-12-18,3.18,67,Belum Bekerja,Osaka University,Sesuai,4,Tracer Study,2026-05-13T19:21:14+07:00
LLS3e2acc88,2019SK44877,SK,2024-02-10,3.71,61,Belum Bekerja,PT Telkom Indonesia,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLS7f75550d,2018TLK07215,TLK,2022-08-10,2.91,59,Bekerja,PT PLN,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf3105e72,2023TG16639,TG,2027-01-01,3.02,55,Wirausaha,PT Astra International,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSfdd83d67,2021MB07846,MB,2025-05-19,3.76,70,Bekerja,UNDP Indonesia,Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSef1f6377,2023TLK16259,TLK,2027-01-01,3.0,43,Bekerja,Huawei Indonesia,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS3772d229,2018TL16069,TL,2024-10-21,3.19,59,Wirausaha,Google Indonesia,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1597290a,2021FIS49868,FIS,2025-01-13,3.78,69,Bekerja,,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS0dce46db,2021TM41766,TM,2025-10-25,3.06,63,Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS418a7f42,2018KIM26581,KIM,2022-03-26,3.08,46,Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLSabdc27d5,2021TG21572,TG,2025-08-25,3.34,53,Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS36a78381,2019TE12782,TE,2024-08-12,3.59,59,Bekerja,TU Delft,Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS5843da6c,2020MB09090,MB,2024-07-14,3.05,61,Bekerja,,Sesuai,4,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS9bc883e2,2023MB22326,MB,2027-01-01,2.8,61,Bekerja,BRIN,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLSffca45eb,2020TI03257,TI,2025-06-01,3.5,63,Bekerja,Universitas Indonesia,Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS23027998,2023MTK26221,MTK,2027-01-01,2.99,51,Wirausaha,World Bank Jakarta,Tidak Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLSd43a8fc5,2018SI01663,SI,2023-12-17,3.06,63,Bekerja,LIPI,Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLS95568079,2020TP13155,TP,2025-08-19,3.61,43,Studi Lanjut,,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS6a5d43eb,2021GD25468,GD,2025-11-29,2.84,52,Belum Bekerja,Unila,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS41edc4d6,2022TM05294,TM,2026-01-01,2.92,64,Studi Lanjut,,Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLS924f156d,2022MTK08734,MTK,2026-01-01,3.9,57,Wirausaha,UGM,Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS6b454e9d,2023TP29168,TP,2027-01-01,3.9,53,Belum Bekerja,BPS Lampung,Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS287f4156,2021AG39780,AG,2025-11-02,3.65,61,Belum Bekerja,Unila,Tidak Sesuai,4,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSbfc07304,2022AR48589,AR,2026-01-01,3.55,43,Belum Bekerja,,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS5c0283b5,2022FT21445,FT,2026-01-01,3.26,43,Belum Bekerja,,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS74561dee,2021GL21081,GL,2025-04-02,3.76,54,Studi Lanjut,Unsri,Tidak Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLSfe78254d,2020TS44775,TS,2025-03-12,3.42,42,Bekerja,,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLSb0a229b1,2023TK25168,TK,2027-01-01,3.13,60,Studi Lanjut,NUS Singapore,Tidak Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS3e12a12f,2020TLK19128,TLK,2024-11-19,3.5,50,Belum Bekerja,Kyushu University,Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS2a328175,2019AR37424,AR,2023-09-19,2.81,53,Bekerja,,Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLSbd3181a6,2022BIO30755,BIO,2026-01-01,3.3,71,Bekerja,PT Telkom Indonesia,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS810ff1ab,2022AR23181,AR,2026-01-01,3.9,61,Bekerja,NUS Singapore,Sesuai,16,Tracer Study,2026-05-13T19:21:14+07:00
LLSd7e46f79,2022TL31478,TL,2026-01-01,3.22,49,Bekerja,Universiti Malaya,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2f2ae2b6,2022GD37683,GD,2026-01-01,3.01,64,Bekerja,Bank Indonesia,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS0b1cccc9,2019TG40319,TG,2023-11-30,2.97,50,Bekerja,Universiti Malaya,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS53399f45,2022TI30397,TI,2026-01-01,3.41,52,Belum Bekerja,Unsri,Sesuai,16,Tracer Study,2026-05-13T19:21:14+07:00
LLS81ddbda6,2021FT18553,FT,2025-10-22,3.91,57,Bekerja,PT Astra International,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSc8d5f054,2022GD39592,GD,2026-01-01,2.99,65,Wirausaha,PT PLN,Tidak Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS0354de35,2022FIS21014,FIS,2026-01-01,3.18,43,Bekerja,Chulalongkorn University,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLS3d1cd26a,2022BIO11763,BIO,2026-01-01,3.2,62,Bekerja,LIPI,Tidak Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc3c01b4d,2022SK14811,SK,2026-01-01,2.89,70,Bekerja,Universitas Lampung,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS20c9fac7,2022TM31883,TM,2026-01-01,3.65,44,Belum Bekerja,PT PLN,Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLScb9c6cd3,2022BIO01998,BIO,2026-01-01,3.09,52,Studi Lanjut,Huawei Indonesia,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS260bdb5f,2018MTK02902,MTK,2024-03-06,3.51,44,Studi Lanjut,Toyota Motor Manufacturing,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa09597f0,2019MB12544,MB,2023-12-21,2.92,61,Wirausaha,Bank Indonesia,Tidak Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLS28f0455a,2021SK38651,SK,2025-11-12,3.24,67,Wirausaha,ITS,Tidak Sesuai,4,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1c52c113,2022FT49629,FT,2026-01-01,3.46,50,Belum Bekerja,PT Telkom Indonesia,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf3c4bd90,2020TM21554,TM,2025-08-10,2.89,63,Bekerja,,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS28d7fcdc,2022KIM19638,KIM,2026-01-01,3.65,50,Bekerja,Chulalongkorn University,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSa0c462bf,2023IF33288,IF,2027-01-01,3.26,42,Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS67443869,2023GL40053,GL,2027-01-01,3.09,52,Belum Bekerja,Toyota Motor Manufacturing,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4ae9c915,2019BIO29061,BIO,2023-11-26,3.44,65,Belum Bekerja,Unila,Sesuai,14,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa6a4a119,2022TL36915,TL,2026-01-01,3.61,64,Belum Bekerja,,Tidak Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS351acb0e,2022KIM18978,KIM,2026-01-01,2.98,65,Bekerja,World Bank Jakarta,Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLSf21439d8,2020TP46723,TP,2024-04-23,3.14,62,Bekerja,UGM,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS92975dcf,2022SK18083,SK,2026-01-01,3.28,42,Bekerja,,Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS210ac3ed,2018TE17009,TE,2022-02-01,3.42,67,Belum Bekerja,,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLSea1412f1,2023AR07752,AR,2027-01-01,3.85,43,Studi Lanjut,Chulalongkorn University,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLSc3b6ec14,2023GD46425,GD,2027-01-01,2.8,69,Belum Bekerja,,Tidak Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS59da8def,2023PWK02856,PWK,2027-01-01,3.27,50,Belum Bekerja,,Tidak Sesuai,2,Laporan Wisuda,2026-05-13T19:21:14+07:00
