mbkm_id,mahasiswa_id,prodi_id,jenis_mbkm,institusi_mitra,sks_diakui,tahun,semester,prestasi_nasional,ingested_at
MBKMc89af9b4,2022TLK40365,TLK,Pertukaran,Unila,12,2023,Genap,True,2026-05-13T19:21:15+07:00
MBKM0c15c6b5,2024MTK24035,MTK,Riset,Toyota Motor Manufacturing,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMc6841843,2020KIM18065,KIM,Magang,IPB University,6,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM3679daea,2021TLK01717,TLK,Pertukaran,JICA Indonesia,20,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMa8a47588,2023AR37203,AR,Wirausaha,Politeknik Negeri Lampung,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM7eb81217,2020TK43224,TK,Riset,World Bank Jakarta,24,2022,Genap,True,2026-05-13T19:21:15+07:00
MBKM3918616c,2020KIM05283,KIM,Proyek Kemanusiaan,Unsri,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM0ab79627,2022TL29578,TL,KKN Tematik,JICA Indonesia,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM928a33de,2020AR23883,AR,Magang,IPB University,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMc51270c4,2022TP08727,TP,Wirausaha,Universitas Indonesia,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM71c38a25,2020TG42242,TG,Pertukaran,Osaka University,20,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM2b79b10c,2022PWK24185,PWK,KKN Tematik,LIPI,12,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMee9747be,2021GL44231,GL,Pertukaran,BRIN,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe7fbc694,2023BIO25807,BIO,Proyek Kemanusiaan,Unsri,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM3b39ae99,2022GD45926,GD,KKN Tematik,BMKG,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMfdf05616,2021KIM21374,KIM,Pertukaran,BRIN,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM0b7e2bd4,2020SK27816,SK,Pertukaran,NUS Singapore,24,2021,Genap,False,2026-05-13T19:21:15+07:00
MBKMd276adfd,2020GD25283,GD,Riset,World Bank Jakarta,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMc888c0ac,2023TG27241,TG,KKN Tematik,ITS,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMf9ca18ea,2024AR12497,AR,Proyek Kemanusiaan,BMKG,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM89c48bda,2024TE00109,TE,Magang,ITB,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM29dd32f3,2023FT31597,FT,KKN Tematik,Universitas Lampung,22,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM8206282b,2022TI01408,TI,Proyek Kemanusiaan,IPB University,20,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMf7bb8b84,2022IF25502,IF,Riset,PT Telkom Indonesia,20,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMe7a19641,2021TG34139,TG,Wirausaha,Chulalongkorn University,20,2024,Ganjil,True,2026-05-13T19:21:15+07:00
MBKMa9c62aa3,2023TK31598,TK,Riset,PT Bukit Asam,12,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM3a4a9eab,2024GL07247,GL,Wirausaha,Universitas Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM83daa83e,2023TE02020,TE,Magang,UGM,12,2025,Genap,True,2026-05-13T19:21:15+07:00
MBKM1604b0aa,2023KIM33966,KIM,Wirausaha,Chulalongkorn University,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM08e0205b,2023TS41855,TS,Magang,Unila,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMb695d661,2021TE17581,TE,Wirausaha,Google Indonesia,22,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM4ab03526,2020TI45589,TI,Wirausaha,Toyota Motor Manufacturing,6,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM6cf0e72e,2024GD20593,GD,Proyek Kemanusiaan,Universiti Malaya,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMb97f7b66,2023BIO17652,BIO,Riset,PT Pertamina,24,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM9471bbb6,2024TE06027,TE,KKN Tematik,BMKG,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM4a78c6b9,2021GD40151,GD,Wirausaha,Toyota Motor Manufacturing,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe31fbafe,2021FIS36420,FIS,Proyek Kemanusiaan,LIPI,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM0ce8479e,2021TG08672,TG,Magang,LIPI,12,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMaac0c3a3,2020FT28694,FT,Proyek Kemanusiaan,PT Bukit Asam,24,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMcc68eac0,2022BIO40417,BIO,Proyek Kemanusiaan,PT Pertamina,24,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMebd882bf,2022BIO40532,BIO,Riset,IPB University,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM3d2f289a,2021TS16630,TS,Riset,ITB,6,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMdeb09ce1,2020SI14064,SI,Proyek Kemanusiaan,Chulalongkorn University,22,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM601737d7,2021GL10477,GL,Magang,PT Telkom Indonesia,12,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM6c02f29c,2021AG48090,AG,Wirausaha,PT PLN,20,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMaeec08b5,2022IF17757,IF,Wirausaha,BPS Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM7b0c5858,2024KIM44291,KIM,Riset,UGM,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMcf02807f,2020SK09135,SK,KKN Tematik,PT Telkom Indonesia,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM241b401b,2023SI07392,SI,Magang,TU Delft,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM753a1711,2022SK11624,SK,Riset,Universitas Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM58b2606d,2021PWK20131,PWK,Pertukaran,PT Telkom Indonesia,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM510132f9,2024TK13357,TK,Wirausaha,LIPI,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe699aaad,2020GD31132,GD,Pertukaran,BPS Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMab338bc4,2021TG20095,TG,KKN Tematik,Unila,24,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM5dd64e4f,2023TL35083,TL,KKN Tematik,BMKG,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMf73ad2a3,2020MB27775,MB,Pertukaran,ITS,22,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM7e831521,2024GL04631,GL,Pertukaran,Politeknik Negeri Lampung,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM2a6a5057,2021TE29410,TE,Wirausaha,PT PLN,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMa0f7b718,2023TM03509,TM,Proyek Kemanusiaan,NUS Singapore,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM2ca2ac85,2023MTK38279,MTK,Proyek Kemanusiaan,World Bank Jakarta,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM3b34da9c,2023GD36855,GD,Riset,ITS,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe7c5dec8,2020TLK01387,TLK,Wirausaha,Politeknik Negeri Lampung,24,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM1eb30ded,2022TE40975,TE,Magang,Politeknik Negeri Lampung,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM29e3053e,2023KIM03751,KIM,Wirausaha,Toyota Motor Manufacturing,6,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMb57a8885,2024SI32160,SI,Riset,JICA Indonesia,12,2025,Ganjil,True,2026-05-13T19:21:15+07:00
MBKMbae32c40,2020TI09793,TI,Pertukaran,LIPI,20,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM56d5c2ea,2020SI34603,SI,Wirausaha,Universiti Malaya,20,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMa4e327ec,2021TK16883,TK,Magang,PT Telkom Indonesia,12,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe59fafab,2023FT31398,FT,Magang,PT Pertamina,6,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM07c01770,2024PWK17301,PWK,Pertukaran,BPS Lampung,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM42973fd6,2021GL40450,GL,Magang,UGM,12,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMc4818ca6,2021TP24694,TP,Magang,ITS,12,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM910470dd,2021TG01872,TG,KKN Tematik,BRIN,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM5e632e52,2020TM24974,TM,Proyek Kemanusiaan,NUS Singapore,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMe2f175dc,2022BIO03453,BIO,KKN Tematik,LIPI,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM973a7a0e,2021TE33961,TE,Riset,Universiti Malaya,22,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM27422b85,2022AR14916,AR,Riset,UGM,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM999e3384,2020MB07339,MB,Riset,UNDP Indonesia,22,2021,Genap,False,2026-05-13T19:21:15+07:00
MBKM9591927d,2024TL33297,TL,Wirausaha,Huawei Indonesia,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMe0955e34,2023TL45907,TL,Magang,Google Indonesia,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMcca11bc4,2020BIO30770,BIO,Pertukaran,Kyushu University,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM474958fa,2023TE00277,TE,Pertukaran,NUS Singapore,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM135f9d11,2022FT33354,FT,KKN Tematik,NUS Singapore,22,2024,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM2cae63a2,2020TI45321,TI,Pertukaran,Politeknik Negeri Lampung,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMed16b26d,2020MTK05968,MTK,Wirausaha,NUS Singapore,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM1fa1c3dd,2023SK00130,SK,Proyek Kemanusiaan,Huawei Indonesia,12,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM807c5ff2,2020TE19389,TE,Magang,Universitas Indonesia,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM2c27246c,2020FIS29283,FIS,Proyek Kemanusiaan,UNDP Indonesia,22,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM3c4d2dac,2024AG19496,AG,Riset,PT Bukit Asam,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM1bbd7f1a,2020TL39670,TL,Wirausaha,Unila,6,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM795854a4,2020TM13849,TM,Magang,NUS Singapore,24,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM5bf855ac,2022MB31716,MB,Riset,PT Pertamina,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM2b4391bb,2020TLK34123,TLK,Proyek Kemanusiaan,Unila,6,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMf35a8d57,2023TL40279,TL,Magang,Unsri,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM1426c688,2022TS15866,TS,Magang,PT Astra International,22,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM1c0c66d5,2024TLK25343,TLK,Wirausaha,Bank Indonesia,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM1c511db0,2022TLK38338,TLK,Pertukaran,Politeknik Negeri Lampung,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM77ce40bb,2022GD34306,GD,Magang,Universitas Indonesia,20,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMd40e3b3b,2023SI21673,SI,Riset,Huawei Indonesia,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM93a30a7e,2021IF09735,IF,KKN Tematik,PT Telkom Indonesia,20,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM2af0f8d5,2023TI40096,TI,KKN Tematik,BRIN,22,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM5db30840,2022BIO14725,BIO,Pertukaran,Chulalongkorn University,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKMfad0b9ea,2024MTK29790,MTK,Pertukaran,UGM,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMea3c7468,2022FIS48904,FIS,Pertukaran,Chulalongkorn University,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM53cb0083,2022KIM36693,KIM,Wirausaha,Universitas Indonesia,24,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM97c2fa99,2024TP32557,TP,Wirausaha,Telkom University,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM9e3fd1b8,2023TM33595,TM,KKN Tematik,Bank Indonesia,12,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMda6e0b34,2022TI26203,TI,Magang,PT Telkom Indonesia,20,2024,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM91b42d4e,2023IF47426,IF,Riset,NUS Singapore,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMd316b676,2022TL37005,TL,Pertukaran,Universitas Indonesia,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM10f909e7,2023TM49177,TM,Pertukaran,PT Pertamina,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM41899d11,2024FT18868,FT,Magang,TU Delft,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMcdde6496,2023KIM34676,KIM,Riset,BPS Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMfc17620c,2020TS36260,TS,Magang,Unsri,22,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM22962e71,2022AR15939,AR,Proyek Kemanusiaan,UNDP Indonesia,22,2025,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM540126bd,2022SI20043,SI,Magang,Chulalongkorn University,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM0fd0771f,2022TP33611,TP,KKN Tematik,BPS Lampung,6,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM3e6e3d91,2022TLK38710,TLK,KKN Tematik,UGM,12,2024,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM964f3215,2020TE06709,TE,Proyek Kemanusiaan,Osaka University,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMba50e0e6,2020MB05338,MB,Pertukaran,Telkom University,6,2021,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM060c86a7,2022MB12393,MB,Riset,Toyota Motor Manufacturing,22,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM44eeee10,2020TM04283,TM,Wirausaha,Osaka University,6,2024,Genap,True,2026-05-13T19:21:15+07:00
MBKM00f8ff41,2023TS43331,TS,KKN Tematik,IPB University,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM0e0dd3a0,2024PWK15034,PWK,Proyek Kemanusiaan,Toyota Motor Manufacturing,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM490caa63,2023TL19877,TL,Magang,Chulalongkorn University,6,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMb1960325,2024TG33700,TG,Riset,Unila,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM1e6b72b5,2021BIO12940,BIO,Riset,PT Bukit Asam,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM0e21aea5,2021GD44561,GD,KKN Tematik,PT Pertamina,20,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM2b6464ee,2024PWK23074,PWK,KKN Tematik,Bank Indonesia,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMa25aa284,2020MB29240,MB,Proyek Kemanusiaan,UNDP Indonesia,6,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM9eab6002,2021SI13224,SI,KKN Tematik,LIPI,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM6fb382d2,2023FIS49514,FIS,Magang,PT Bukit Asam,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMdfc661d9,2023SK30610,SK,Proyek Kemanusiaan,Universitas Lampung,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMdf7b5647,2022AR06314,AR,Proyek Kemanusiaan,ITB,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM39a4c4c1,2020TP33563,TP,Pertukaran,TU Delft,20,2021,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM8e9a3d2e,2020GL45454,GL,KKN Tematik,LIPI,6,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMa323ec3c,2022TLK18813,TLK,Wirausaha,BRIN,20,2023,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM0a284785,2021TLK46801,TLK,Proyek Kemanusiaan,Google Indonesia,12,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKMdf6c1bc3,2021TM42397,TM,Proyek Kemanusiaan,Toyota Motor Manufacturing,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM9fc0e8f5,2023TG29089,TG,Magang,BRIN,24,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKMb9d54ce1,2020FT46435,FT,Riset,Osaka University,24,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM779aadfa,2020FIS25639,FIS,Proyek Kemanusiaan,Unila,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM6ce4e706,2021TLK48602,TLK,Riset,UGM,6,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKMc964a7ce,2021MTK24633,MTK,Magang,Chulalongkorn University,20,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKMc7f6f06d,2021TLK24296,TLK,Wirausaha,PT Astra International,12,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM8faf19c5,2024AR43204,AR,Wirausaha,PT Bukit Asam,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM8669f1fd,2021MB11007,MB,KKN Tematik,Chulalongkorn University,12,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMbcc10255,2020SI33484,SI,Proyek Kemanusiaan,PT Bukit Asam,24,2021,Genap,False,2026-05-13T19:21:15+07:00
MBKMe865f400,2021FIS16001,FIS,Magang,BMKG,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM5c7869cd,2023TL25112,TL,KKN Tematik,PT Bukit Asam,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM8564171b,2024FIS30141,FIS,Riset,Huawei Indonesia,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMccca5784,2021MB35657,MB,Pertukaran,PT PLN,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM99d75515,2023FT18610,FT,KKN Tematik,ITB,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM5962ebe1,2022GL31335,GL,KKN Tematik,BPS Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMdca6a59c,2022BIO27739,BIO,Proyek Kemanusiaan,BMKG,24,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM5f73e1cd,2024MB31034,MB,Proyek Kemanusiaan,Politeknik Negeri Lampung,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMddebf5cb,2022TI23773,TI,Riset,LIPI,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMd06fa9d7,2021TP20757,TP,KKN Tematik,Politeknik Negeri Lampung,6,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM854d41e9,2023KIM07904,KIM,Proyek Kemanusiaan,World Bank Jakarta,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM4f18a27b,2020SK22795,SK,Magang,PT PLN,20,2021,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMfbd2e6df,2022AG16999,AG,KKN Tematik,ITB,12,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKMcd4c0789,2023GL11491,GL,Pertukaran,BRIN,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM237115b1,2020SI45415,SI,Wirausaha,NUS Singapore,12,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM0daee020,2023GD21147,GD,Pertukaran,Chulalongkorn University,20,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKMc2d7031e,2021MB40226,MB,KKN Tematik,Osaka University,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMb8651f7b,2024TK00224,TK,Riset,Huawei Indonesia,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMa4ea703d,2023MTK37741,MTK,Magang,JICA Indonesia,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMa828fce6,2022SI10141,SI,KKN Tematik,BPS Lampung,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM969b9fbf,2021MB28229,MB,Wirausaha,Bank Indonesia,24,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKMcdaeb219,2024GD29601,GD,KKN Tematik,UNDP Indonesia,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM274bc2d4,2024MB39632,MB,KKN Tematik,Telkom University,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMba5c7b37,2023TS04226,TS,Wirausaha,ITB,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMd6e7e4ea,2023TM16115,TM,Proyek Kemanusiaan,BRIN,22,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMdc19d00d,2021TS37783,TS,Magang,UGM,12,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMbd6dd74a,2024AR34933,AR,Proyek Kemanusiaan,Osaka University,24,2025,Genap,True,2026-05-13T19:21:15+07:00
MBKM6351a221,2020AR13054,AR,Wirausaha,Bank Indonesia,22,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM7eaf11a8,2021AG07524,AG,KKN Tematik,Universitas Indonesia,6,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKMb87e6f2e,2023TI25530,TI,Magang,Unila,12,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM68cecf78,2024TM24226,TM,Wirausaha,Telkom University,12,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMd4185689,2024TE20240,TE,KKN Tematik,Universiti Malaya,22,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM77f342fe,2021MTK12871,MTK,Magang,Chulalongkorn University,24,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM56c5d84a,2021TLK28826,TLK,Proyek Kemanusiaan,NUS Singapore,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM644439b9,2021FIS09849,FIS,Proyek Kemanusiaan,Universitas Lampung,6,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM7b9b03da,2021FT31671,FT,Magang,Unila,22,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMf28ce20d,2021SI41877,SI,Proyek Kemanusiaan,Google Indonesia,6,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM9923e767,2022TK12490,TK,KKN Tematik,Universitas Lampung,20,2023,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM78a23b99,2024TI24962,TI,Pertukaran,Universiti Malaya,20,2025,Genap,True,2026-05-13T19:21:15+07:00
MBKMee10602a,2024TLK37565,TLK,Pertukaran,PT Bukit Asam,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM321baa8e,2021TK23425,TK,Wirausaha,Unsri,20,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMdcee0af6,2023GL32630,GL,KKN Tematik,Huawei Indonesia,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM4f21fffa,2021SI18371,SI,Wirausaha,Universiti Malaya,24,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM591ba1a9,2024MB04777,MB,Magang,BPS Lampung,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM2a201c62,2020AR15615,AR,Wirausaha,Google Indonesia,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMc5806e6b,2022GL04940,GL,Riset,Universiti Malaya,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM48b233b1,2023SK27679,SK,Pertukaran,ITB,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMc9cd1f71,2023SK16495,SK,Proyek Kemanusiaan,Politeknik Negeri Lampung,24,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKM3aadb73d,2022TS04897,TS,KKN Tematik,LIPI,22,2023,Genap,False,2026-05-13T19:21:15+07:00
MBKM013f6080,2023TI40967,TI,Riset,World Bank Jakarta,6,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM1f0f926e,2023GL19613,GL,Wirausaha,Politeknik Negeri Lampung,12,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM5052d5ae,2022KIM31463,KIM,Magang,Kyushu University,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM7a6c1990,2021FIS36816,FIS,Magang,PT Telkom Indonesia,6,2022,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM54918a38,2020AG09159,AG,Proyek Kemanusiaan,Kyushu University,20,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKMafefd53a,2024TLK01221,TLK,Pertukaran,ITS,22,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKM267e73e1,2024GD26297,GD,Wirausaha,Telkom University,20,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMe705671a,2021TK48980,TK,Magang,ITS,12,2024,Genap,False,2026-05-13T19:21:15+07:00
MBKM6c9a1984,2024TE43792,TE,Magang,BRIN,6,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMd09fbb8b,2023TK00462,TK,Proyek Kemanusiaan,PT Astra International,12,2024,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMa38230a0,2022TG31675,TG,KKN Tematik,ITB,20,2025,Ganjil,False,2026-05-13T19:21:15+07:00
MBKMa729a9f3,2020AG04461,AG,KKN Tematik,UGM,20,2022,Genap,False,2026-05-13T19:21:15+07:00
MBKM80942393,2022MB14031,MB,Magang,Universitas Lampung,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMaa3879c4,2020GL43857,GL,Magang,PT Telkom Indonesia,24,2023,Ganjil,True,2026-05-13T19:21:15+07:00
MBKM5e9f648c,2024BIO48672,BIO,Proyek Kemanusiaan,UGM,12,2025,Genap,False,2026-05-13T19:21:15+07:00
MBKMbbd0ac0c,2021FIS38161,FIS,Proyek Kemanusiaan,PT Astra International,6,2022,Ganjil,True,2026-05-13T19:21:15+07:00
