prestasi_id,mahasiswa_id,nama_kompetisi,bidang,tingkat,peringkat,tahun,dosen_pembina_id,ingested_at
PRS20c7d33f,2020TE03784,LKTIN Nasional,Teknologi,Nasional,Juara 1,2020,0174751552,2026-05-13T19:21:15+07:00
PRS47c499b8,2020TG33627,Data Science Challenge,Debat,Regional,Juara 3,2023,0512468521,2026-05-13T19:21:15+07:00
PRSad94610e,2025SK25178,Electric Vehicle Competition,Seni,Internasional,Finalis,2020,0864433378,2026-05-13T19:21:15+07:00
PRSe5cfcc37,2022MB13415,Gemastik,Teknologi,Nasional,Juara 1,2021,0158385018,2026-05-13T19:21:15+07:00
PRSb48c57ff,2020BIO11416,PKM Dikti,Olahraga,Institusi,Finalis,2025,0758119617,2026-05-13T19:21:15+07:00
PRS5bdfb9d6,2019TP03805,Kontes Robot Indonesia,Olahraga,Institusi,Juara 1,2021,0557778563,2026-05-13T19:21:15+07:00
PRSa35fca4c,2021MTK03293,Smart City Competition,Olahraga,Regional,Juara 3,2023,,2026-05-13T19:21:15+07:00
PRS1ab3d199,2020GL34168,PKM Dikti,Olahraga,Nasional,Juara 2,2022,0651207049,2026-05-13T19:21:15+07:00
PRS52576e24,2023IF33299,Imagine Cup,Olahraga,Nasional,Finalis,2022,0347829093,2026-05-13T19:21:15+07:00
PRSc27dd913,2023GL09455,ACM ICPC Regional,Olahraga,Nasional,Juara 3,2023,0420664432,2026-05-13T19:21:15+07:00
PRSba385382,2018TM38372,Electric Vehicle Competition,Teknologi,Institusi,Juara 1,2023,,2026-05-13T19:21:15+07:00
PRS5cf9e2f4,2021TL00578,Pilmapres,Seni,Nasional,Juara 3,2020,0496400073,2026-05-13T19:21:15+07:00
PRS26efabbc,2018FIS09362,LKTIN Nasional,Debat,Nasional,Juara 2,2020,0253212119,2026-05-13T19:21:15+07:00
PRS33e6d733,2018BIO32821,PKM Dikti,Debat,Institusi,Finalis,2021,0708719665,2026-05-13T19:21:15+07:00
PRS86f39ffd,2021FT11485,Shell Eco-Marathon,Desain,Regional,Finalis,2025,0864868006,2026-05-13T19:21:15+07:00
PRS92742ced,2025MTK36401,Kontes Robot Indonesia,Teknologi,Regional,Finalis,2025,0951028763,2026-05-13T19:21:15+07:00
PRSb9ffa0b4,2024BIO14510,Smart City Competition,Debat,Regional,Juara 1,2020,0505857596,2026-05-13T19:21:15+07:00
PRS506d4c16,2024FT29250,ACM ICPC Regional,Debat,Regional,Juara 3,2021,0284670207,2026-05-13T19:21:15+07:00
PRS6cae5aa9,2021BIO45710,ACM ICPC Regional,Desain,Internasional,Juara 2,2020,0345832278,2026-05-13T19:21:15+07:00
PRS3c14df97,2024TLK44284,LKTIN Nasional,Olahraga,Regional,Finalis,2025,0462148120,2026-05-13T19:21:15+07:00
PRS50457e1a,2018IF10677,Kontes Robot Indonesia,Desain,Nasional,Juara 1,2025,0311515722,2026-05-13T19:21:15+07:00
PRSb9a6d900,2020GD35111,PKM Dikti,Teknologi,Institusi,Juara 2,2023,0151274015,2026-05-13T19:21:15+07:00
PRS59bdb97e,2023TP00394,LKTIN Nasional,Desain,Nasional,Juara 1,2023,0404862156,2026-05-13T19:21:15+07:00
PRS8aa0d95d,2020TK21985,National Bridge Competition,Riset,Regional,Juara 3,2023,,2026-05-13T19:21:15+07:00
PRS93f53688,2025MTK39134,Electric Vehicle Competition,Seni,Nasional,Finalis,2022,0981960481,2026-05-13T19:21:15+07:00
PRS5f129cd4,2020AG15914,ONMIPA,Desain,Institusi,Juara 2,2020,,2026-05-13T19:21:15+07:00
PRS43e1490a,2023TK18653,Pilmapres,Teknologi,Institusi,Juara 3,2025,0873034670,2026-05-13T19:21:15+07:00
PRSb8074371,2025FIS11602,Geospatial Hackathon,Teknologi,Nasional,Finalis,2020,0409126634,2026-05-13T19:21:15+07:00
PRS669fad13,2022TK21813,National Bridge Competition,Riset,Nasional,Finalis,2021,0885358756,2026-05-13T19:21:15+07:00
PRSbbb48cfa,2021AR33746,Pilmapres,Debat,Institusi,Juara 3,2024,0960416582,2026-05-13T19:21:15+07:00
PRS81c3b462,2018AR47269,Pilmapres,Desain,Nasional,Finalis,2020,0951734189,2026-05-13T19:21:15+07:00
PRSbb066230,2018TG15114,Imagine Cup,Riset,Regional,Finalis,2024,0451194782,2026-05-13T19:21:15+07:00
PRS086e4217,2023SK43904,Shell Eco-Marathon,Olahraga,Institusi,Finalis,2021,0417704055,2026-05-13T19:21:15+07:00
PRS79e4dc47,2019AG14035,Smart City Competition,Desain,Regional,Juara 3,2022,0505699249,2026-05-13T19:21:15+07:00
PRSd4b40949,2018IF24424,Smart City Competition,Desain,Institusi,Juara 2,2025,,2026-05-13T19:21:15+07:00
PRS0b8c958d,2019GD13187,IoT Hackathon,Riset,Regional,Finalis,2023,0737212631,2026-05-13T19:21:15+07:00
PRS40bc3dea,2025TI37731,Imagine Cup,Olahraga,Institusi,Finalis,2023,0787607484,2026-05-13T19:21:15+07:00
PRS554d4e64,2024GL17573,Gemastik,Riset,Institusi,Juara 2,2021,0549570786,2026-05-13T19:21:15+07:00
PRS20f5b409,2025PWK12943,IoT Hackathon,Seni,Nasional,Juara 1,2021,0395789423,2026-05-13T19:21:15+07:00
PRSb78c186e,2022TS38975,Pilmapres,Olahraga,Internasional,Juara 2,2022,0208400785,2026-05-13T19:21:15+07:00
PRSe7d85b6c,2023TI11420,PKM Dikti,Teknologi,Nasional,Juara 1,2023,,2026-05-13T19:21:15+07:00
PRSfa2cece5,2018MTK49069,PKM Dikti,Desain,Internasional,Juara 2,2021,0899268111,2026-05-13T19:21:15+07:00
PRS281b19d4,2019PWK01232,Data Science Challenge,Teknologi,Institusi,Juara 2,2025,,2026-05-13T19:21:15+07:00
PRS0b2aa7cc,2020GL13428,LKTIN Nasional,Teknologi,Internasional,Juara 3,2023,0729516223,2026-05-13T19:21:15+07:00
PRSfff11769,2018TLK23591,IoT Hackathon,Olahraga,Regional,Juara 3,2020,,2026-05-13T19:21:15+07:00
PRS263a0f3e,2023SI05071,Data Science Challenge,Olahraga,Institusi,Juara 1,2023,0300986366,2026-05-13T19:21:15+07:00
PRSdbf89813,2023TM07555,ONMIPA,Olahraga,Regional,Finalis,2023,,2026-05-13T19:21:15+07:00
PRS83e65f6d,2025SI24067,ONMIPA,Desain,Nasional,Juara 1,2023,,2026-05-13T19:21:15+07:00
PRS800adc1a,2024PWK38257,IoT Hackathon,Desain,Internasional,Juara 1,2021,0391353316,2026-05-13T19:21:15+07:00
PRSb1f78da9,2021TE48911,Geospatial Hackathon,Debat,Institusi,Finalis,2020,0778203004,2026-05-13T19:21:15+07:00
PRS7e832bf8,2019SK45448,Geospatial Hackathon,Seni,Regional,Finalis,2025,0592439330,2026-05-13T19:21:15+07:00
PRS601b4652,2019TP22031,ACM ICPC Regional,Teknologi,Regional,Finalis,2022,0619690228,2026-05-13T19:21:15+07:00
PRS1e82e01d,2024SK17942,National Bridge Competition,Olahraga,Nasional,Juara 2,2024,0983704173,2026-05-13T19:21:15+07:00
PRS5fa965f7,2025TE05850,Pilmapres,Desain,Internasional,Juara 3,2022,0532334586,2026-05-13T19:21:15+07:00
PRS30d805f0,2025GL38303,LKTIN Nasional,Desain,Institusi,Juara 3,2022,0706471149,2026-05-13T19:21:15+07:00
PRS471eb2f0,2020TK24586,Smart City Competition,Olahraga,Regional,Finalis,2020,0577870657,2026-05-13T19:21:15+07:00
PRSe263e92b,2018MB29388,Imagine Cup,Olahraga,Regional,Juara 1,2022,0271442699,2026-05-13T19:21:15+07:00
PRS3a4a1bef,2022TLK40778,IoT Hackathon,Seni,Regional,Juara 1,2024,0516354706,2026-05-13T19:21:15+07:00
PRSef5cf49d,2024AR23966,PKM Dikti,Riset,Regional,Juara 1,2025,0348207092,2026-05-13T19:21:15+07:00
PRS39494fb0,2023SI05196,KMIPN,Desain,Nasional,Finalis,2023,0291399539,2026-05-13T19:21:15+07:00
PRS75eddede,2025TK10491,IoT Hackathon,Olahraga,Institusi,Juara 2,2021,0828162346,2026-05-13T19:21:15+07:00
PRSe3758d10,2020AG40867,ONMIPA,Olahraga,Institusi,Juara 3,2022,0384744490,2026-05-13T19:21:15+07:00
PRSb12e3ad1,2023TP41229,Electric Vehicle Competition,Olahraga,Institusi,Finalis,2025,0450089080,2026-05-13T19:21:15+07:00
PRSbbc5537f,2022TP08660,Kontes Robot Indonesia,Desain,Nasional,Juara 3,2021,,2026-05-13T19:21:15+07:00
PRSc419c06f,2020TI17425,Smart City Competition,Seni,Regional,Juara 1,2021,,2026-05-13T19:21:15+07:00
PRS16a6a703,2024TS29119,Data Science Challenge,Teknologi,Internasional,Finalis,2024,0673376061,2026-05-13T19:21:15+07:00
PRS2d83f99c,2021SI35976,Pilmapres,Olahraga,Institusi,Juara 1,2021,0643280680,2026-05-13T19:21:15+07:00
PRS80727a32,2018AG30214,Electric Vehicle Competition,Olahraga,Institusi,Juara 2,2022,0285890313,2026-05-13T19:21:15+07:00
PRS0ead639a,2023TG38029,Shell Eco-Marathon,Riset,Regional,Juara 1,2020,0117320669,2026-05-13T19:21:15+07:00
PRS6f84a7bd,2019TK03221,Smart City Competition,Debat,Internasional,Juara 3,2021,0951028763,2026-05-13T19:21:15+07:00
PRS3436b9d8,2018TL22478,Pilmapres,Teknologi,Regional,Juara 2,2023,0952685086,2026-05-13T19:21:15+07:00
PRSe9c7edbf,2023TL11551,KMIPN,Desain,Nasional,Finalis,2020,0978640548,2026-05-13T19:21:15+07:00
PRS8e7690ae,2024TLK20631,KMIPN,Debat,Regional,Juara 3,2021,0250768761,2026-05-13T19:21:15+07:00
PRSe7cb522a,2023TP33597,LKTIN Nasional,Seni,Regional,Juara 1,2022,0997546100,2026-05-13T19:21:15+07:00
PRS381f534f,2022TP38921,Gemastik,Debat,Institusi,Juara 3,2020,0222916488,2026-05-13T19:21:15+07:00
PRS0aedd882,2025MB25713,PKM Dikti,Riset,Nasional,Juara 1,2020,0512468521,2026-05-13T19:21:15+07:00
PRS7c32e987,2023TS16527,Data Science Challenge,Riset,Nasional,Juara 1,2022,0552708002,2026-05-13T19:21:15+07:00
PRS07f901a9,2023KIM42360,ONMIPA,Teknologi,Internasional,Juara 3,2021,,2026-05-13T19:21:15+07:00
PRSa3e9c8a2,2021GD17258,Geospatial Hackathon,Teknologi,Institusi,Juara 1,2020,0673341618,2026-05-13T19:21:15+07:00
PRS5548017b,2021BIO26698,IoT Hackathon,Riset,Nasional,Juara 1,2021,0925689636,2026-05-13T19:21:15+07:00
PRS74ba8a09,2022TS40185,ONMIPA,Teknologi,Internasional,Juara 2,2020,0989302181,2026-05-13T19:21:15+07:00
PRS37216fe5,2022TP23777,Geospatial Hackathon,Riset,Institusi,Juara 2,2023,0949309250,2026-05-13T19:21:15+07:00
PRS13e9ddcc,2024IF49653,Imagine Cup,Riset,Institusi,Juara 3,2023,0860442478,2026-05-13T19:21:15+07:00
PRS051bf2b7,2025FIS03484,LKTIN Nasional,Debat,Institusi,Finalis,2025,0708719665,2026-05-13T19:21:15+07:00
PRSf0bd79a4,2023SK30064,LKTIN Nasional,Teknologi,Institusi,Juara 2,2020,0291476691,2026-05-13T19:21:15+07:00
PRSa40c5fe7,2022TP20743,Smart City Competition,Desain,Nasional,Juara 3,2020,0455298609,2026-05-13T19:21:15+07:00
PRS415c1401,2024TE19007,ACM ICPC Regional,Seni,Regional,Juara 3,2023,0599195562,2026-05-13T19:21:15+07:00
PRSc35a9409,2024TS18995,Kontes Robot Indonesia,Seni,Internasional,Finalis,2021,0126302595,2026-05-13T19:21:15+07:00
PRS2ed753ce,2024TK46976,Pilmapres,Riset,Institusi,Juara 2,2022,0478886679,2026-05-13T19:21:15+07:00
PRS249bf2f0,2025TL46124,ACM ICPC Regional,Debat,Nasional,Finalis,2020,0834311154,2026-05-13T19:21:15+07:00
PRS3abc6b4d,2019MTK23970,Shell Eco-Marathon,Desain,Regional,Finalis,2020,0717771658,2026-05-13T19:21:15+07:00
PRSe7613172,2019TLK02415,Gemastik,Teknologi,Nasional,Juara 3,2022,0379454583,2026-05-13T19:21:15+07:00
PRS47218260,2023TLK30168,Kontes Robot Indonesia,Seni,Internasional,Juara 3,2025,0455034776,2026-05-13T19:21:15+07:00
PRSf1c14d29,2024MTK02468,Smart City Competition,Olahraga,Regional,Juara 1,2023,,2026-05-13T19:21:15+07:00
PRS84fbd6ec,2023MTK41524,IoT Hackathon,Olahraga,Internasional,Juara 2,2023,0412840458,2026-05-13T19:21:15+07:00
PRS11edc845,2023MTK31331,ACM ICPC Regional,Teknologi,Nasional,Juara 2,2020,0500925413,2026-05-13T19:21:15+07:00
PRS48d39cd2,2021SK33006,Kontes Robot Indonesia,Riset,Nasional,Finalis,2021,,2026-05-13T19:21:15+07:00
PRS130d7d0c,2022TS13436,Imagine Cup,Desain,Nasional,Juara 3,2020,0572013125,2026-05-13T19:21:15+07:00
PRSb32158e8,2019AG29874,LKTIN Nasional,Teknologi,Nasional,Juara 3,2024,0713682603,2026-05-13T19:21:15+07:00
PRS9b1ee46b,2023TLK28091,KMIPN,Olahraga,Institusi,Finalis,2024,,2026-05-13T19:21:15+07:00
PRS1419d748,2020KIM18065,PKM Dikti,Riset,Institusi,Juara 3,2024,0457796744,2026-05-13T19:21:15+07:00
PRS328cbe73,2025MB44140,Imagine Cup,Seni,Nasional,Juara 1,2021,0408025534,2026-05-13T19:21:15+07:00
PRSaf25a04c,2024BIO02892,Shell Eco-Marathon,Riset,Nasional,Juara 3,2020,0457796744,2026-05-13T19:21:15+07:00
PRSfa51cc06,2021BIO34694,ACM ICPC Regional,Debat,Institusi,Juara 3,2024,,2026-05-13T19:21:15+07:00
PRS0f825f53,2024TL21730,LKTIN Nasional,Desain,Institusi,Juara 2,2025,0969230019,2026-05-13T19:21:15+07:00
PRS7b04c0ef,2019TM22711,Imagine Cup,Desain,Institusi,Juara 1,2024,0415659711,2026-05-13T19:21:15+07:00
PRS5686925e,2019TL33416,Imagine Cup,Olahraga,Nasional,Finalis,2021,0151464528,2026-05-13T19:21:15+07:00
PRSe42958c9,2023TL24532,PKM Dikti,Riset,Regional,Finalis,2021,0274017522,2026-05-13T19:21:15+07:00
PRSdd349147,2021GD42823,Kontes Robot Indonesia,Olahraga,Institusi,Juara 3,2023,0115521628,2026-05-13T19:21:15+07:00
PRScd01bc77,2022TL09530,Kontes Robot Indonesia,Desain,Institusi,Finalis,2021,0954024688,2026-05-13T19:21:15+07:00
PRSe340faa6,2020IF13278,Shell Eco-Marathon,Debat,Nasional,Finalis,2020,0477779686,2026-05-13T19:21:15+07:00
PRSa4aec7b1,2021TS32266,Pilmapres,Seni,Regional,Juara 1,2021,0853012415,2026-05-13T19:21:15+07:00
PRSb570d7d0,2020TS02514,KMIPN,Seni,Internasional,Juara 1,2023,0326307677,2026-05-13T19:21:15+07:00
PRS77c96b29,2022GL25594,Shell Eco-Marathon,Desain,Regional,Juara 2,2023,0604289447,2026-05-13T19:21:15+07:00
PRSc7e219d8,2019TP19902,Smart City Competition,Seni,Institusi,Juara 1,2023,0861537038,2026-05-13T19:21:15+07:00
PRS61b144c7,2020TLK25147,ACM ICPC Regional,Teknologi,Internasional,Juara 1,2025,0252309384,2026-05-13T19:21:15+07:00
PRSc38210d6,2021TI23933,Geospatial Hackathon,Desain,Nasional,Juara 3,2024,,2026-05-13T19:21:15+07:00
PRSffb0a9f4,2024TI14631,Pilmapres,Riset,Nasional,Juara 1,2022,0291399539,2026-05-13T19:21:15+07:00
PRS566f7f57,2022AR18515,Pilmapres,Teknologi,Internasional,Finalis,2020,0403803017,2026-05-13T19:21:15+07:00
PRS432e638f,2019BIO29666,National Bridge Competition,Olahraga,Regional,Juara 3,2022,0640105376,2026-05-13T19:21:15+07:00
PRSb2126837,2020GD20745,Smart City Competition,Seni,Regional,Finalis,2025,0470130259,2026-05-13T19:21:15+07:00
PRS7e64a5b4,2023GD30706,Data Science Challenge,Riset,Institusi,Finalis,2020,0377272359,2026-05-13T19:21:15+07:00
PRS305433e6,2023GD40172,Pilmapres,Desain,Institusi,Juara 1,2021,0165809465,2026-05-13T19:21:15+07:00
PRS707da877,2019AR09354,Imagine Cup,Olahraga,Internasional,Juara 3,2022,0203784590,2026-05-13T19:21:15+07:00
PRS10a4f23d,2019TI10412,Gemastik,Seni,Institusi,Finalis,2021,0973834058,2026-05-13T19:21:15+07:00
PRS6a28c9f0,2024GD32114,Electric Vehicle Competition,Teknologi,Nasional,Juara 1,2022,0654016479,2026-05-13T19:21:15+07:00
PRSfe93a08d,2022TE27561,Shell Eco-Marathon,Seni,Institusi,Juara 1,2024,0343243455,2026-05-13T19:21:15+07:00
PRS0a752b12,2022MB39110,Kontes Robot Indonesia,Teknologi,Nasional,Juara 2,2022,0343772068,2026-05-13T19:21:15+07:00
PRSbedad015,2023BIO11997,Gemastik,Olahraga,Nasional,Juara 3,2022,0344379286,2026-05-13T19:21:15+07:00
PRS51e9de99,2025IF03979,Data Science Challenge,Teknologi,Institusi,Juara 3,2023,0550568387,2026-05-13T19:21:15+07:00
PRSc77c66a0,2024SI12226,Data Science Challenge,Riset,Institusi,Juara 2,2025,0675017374,2026-05-13T19:21:15+07:00
PRS307e2427,2023GL01844,ACM ICPC Regional,Debat,Regional,Juara 3,2020,,2026-05-13T19:21:15+07:00
PRS5b9c9c63,2020TL30661,Kontes Robot Indonesia,Teknologi,Nasional,Finalis,2022,,2026-05-13T19:21:15+07:00
PRSc19c144e,2018TI07965,Gemastik,Teknologi,Nasional,Juara 3,2021,0394031201,2026-05-13T19:21:15+07:00
PRS3227a58c,2018KIM07749,ONMIPA,Desain,Nasional,Juara 2,2023,0115389721,2026-05-13T19:21:15+07:00
PRS9d217afd,2021GD37912,Geospatial Hackathon,Olahraga,Institusi,Juara 2,2022,0599195562,2026-05-13T19:21:15+07:00
PRS4eadc472,2021MTK21504,Geospatial Hackathon,Debat,Regional,Juara 1,2022,,2026-05-13T19:21:15+07:00
PRS7fcdd808,2019TP30354,LKTIN Nasional,Desain,Institusi,Juara 2,2022,0563700348,2026-05-13T19:21:15+07:00
PRS0084187d,2022GL13037,Data Science Challenge,Debat,Internasional,Juara 3,2022,0595795351,2026-05-13T19:21:15+07:00
PRSaa5390f7,2019MB05571,ACM ICPC Regional,Teknologi,Internasional,Finalis,2020,,2026-05-13T19:21:15+07:00
PRS2b422224,2018MB38520,Geospatial Hackathon,Olahraga,Institusi,Finalis,2022,0137583343,2026-05-13T19:21:15+07:00
PRS880231c5,2024AR41102,Pilmapres,Seni,Regional,Finalis,2022,0838270397,2026-05-13T19:21:15+07:00
PRSc37b27de,2018MTK23631,LKTIN Nasional,Debat,Regional,Juara 3,2020,0913338560,2026-05-13T19:21:15+07:00
PRS80457926,2020BIO17363,National Bridge Competition,Olahraga,Institusi,Finalis,2021,0129602551,2026-05-13T19:21:15+07:00
PRSfff203c3,2024TI41162,LKTIN Nasional,Teknologi,Institusi,Finalis,2024,0989284433,2026-05-13T19:21:15+07:00
PRSf339b26b,2018GD25900,Electric Vehicle Competition,Seni,Regional,Finalis,2020,0657234503,2026-05-13T19:21:15+07:00
PRS24911efc,2025TLK07678,IoT Hackathon,Riset,Institusi,Juara 2,2021,0549570786,2026-05-13T19:21:15+07:00
PRSd6138d78,2019FIS31763,Electric Vehicle Competition,Teknologi,Regional,Juara 3,2023,,2026-05-13T19:21:15+07:00
PRS862570ba,2019MB25907,ONMIPA,Riset,Nasional,Juara 1,2023,,2026-05-13T19:21:15+07:00
PRS2b6c1c69,2019SK23255,PKM Dikti,Teknologi,Regional,Finalis,2022,0441671788,2026-05-13T19:21:15+07:00
PRSe1c90a33,2024KIM20066,LKTIN Nasional,Desain,Institusi,Juara 1,2021,0873520743,2026-05-13T19:21:15+07:00
PRS2c0c3f71,2021SI21288,ACM ICPC Regional,Riset,Nasional,Finalis,2024,0759549579,2026-05-13T19:21:15+07:00
PRSbdb6d03d,2019MB05137,PKM Dikti,Riset,Nasional,Finalis,2023,0234284212,2026-05-13T19:21:15+07:00
PRS3bf416e3,2022IF04872,National Bridge Competition,Teknologi,Regional,Juara 1,2020,0357471321,2026-05-13T19:21:15+07:00
PRS37bb38fb,2019TI38488,Pilmapres,Seni,Nasional,Juara 1,2020,0572247615,2026-05-13T19:21:15+07:00
PRScd2e886b,2020GL14237,LKTIN Nasional,Teknologi,Institusi,Juara 2,2021,0715905774,2026-05-13T19:21:15+07:00
PRSe886889e,2021AR28109,Pilmapres,Olahraga,Nasional,Juara 3,2022,0181564472,2026-05-13T19:21:15+07:00
PRSb486a879,2025TLK08244,LKTIN Nasional,Desain,Nasional,Juara 2,2024,0355505235,2026-05-13T19:21:15+07:00
PRS7493ce45,2023TG23769,IoT Hackathon,Debat,Institusi,Juara 3,2020,0175134518,2026-05-13T19:21:15+07:00
PRS14b9e5be,2018SK25005,LKTIN Nasional,Seni,Internasional,Juara 3,2021,0582088047,2026-05-13T19:21:15+07:00
PRS171d1d21,2020IF39889,Gemastik,Teknologi,Nasional,Juara 2,2022,0853794273,2026-05-13T19:21:15+07:00
PRS7f91b6ca,2020GD29867,Gemastik,Riset,Nasional,Juara 3,2025,0218067305,2026-05-13T19:21:15+07:00
PRS30c18649,2023GL25654,ONMIPA,Seni,Regional,Finalis,2023,0706471149,2026-05-13T19:21:15+07:00
PRSf3fd2eac,2019AG25038,Imagine Cup,Seni,Nasional,Juara 2,2023,0920478520,2026-05-13T19:21:15+07:00
PRS1d383632,2021SI13744,National Bridge Competition,Teknologi,Internasional,Juara 2,2022,0659963103,2026-05-13T19:21:15+07:00
PRSa03bdb75,2024TI09811,National Bridge Competition,Seni,Internasional,Finalis,2025,,2026-05-13T19:21:15+07:00
PRS5848028a,2018TL25897,Geospatial Hackathon,Riset,Institusi,Juara 2,2020,0697639713,2026-05-13T19:21:15+07:00
PRSa6acbf4b,2020AR16533,Imagine Cup,Riset,Institusi,Juara 2,2025,,2026-05-13T19:21:15+07:00
PRS38f64c4f,2024PWK46683,ACM ICPC Regional,Seni,Institusi,Finalis,2023,0324172130,2026-05-13T19:21:15+07:00
PRS09a567e7,2018TL43852,Imagine Cup,Riset,Institusi,Juara 1,2024,0629492764,2026-05-13T19:21:15+07:00
PRSe1d2e895,2019SK27832,Gemastik,Olahraga,Nasional,Finalis,2021,0719465179,2026-05-13T19:21:15+07:00
PRSbf260db8,2020TL44179,Kontes Robot Indonesia,Teknologi,Internasional,Juara 2,2023,,2026-05-13T19:21:15+07:00
PRS9453b68d,2020FIS09598,Data Science Challenge,Seni,Institusi,Juara 3,2023,0564119229,2026-05-13T19:21:15+07:00
PRSc7e17988,2025SK17929,ACM ICPC Regional,Debat,Regional,Finalis,2022,0124476436,2026-05-13T19:21:15+07:00
PRS2d245980,2023GD13870,IoT Hackathon,Riset,Institusi,Finalis,2020,0417283737,2026-05-13T19:21:15+07:00
PRSdc33a38c,2023PWK35009,Shell Eco-Marathon,Olahraga,Nasional,Juara 2,2023,0403007754,2026-05-13T19:21:15+07:00
PRS1dfcc42e,2024TI05265,Pilmapres,Desain,Regional,Finalis,2024,0353470770,2026-05-13T19:21:15+07:00
PRSf5d7075a,2020TG38033,National Bridge Competition,Riset,Regional,Juara 1,2022,0203719553,2026-05-13T19:21:15+07:00
PRSe82cd9c0,2021TI25380,PKM Dikti,Teknologi,Institusi,Juara 3,2023,0869361237,2026-05-13T19:21:15+07:00
PRSe0b60e87,2023TLK29878,LKTIN Nasional,Teknologi,Institusi,Juara 1,2021,0895284102,2026-05-13T19:21:15+07:00
PRSc3a12e7a,2023MTK36882,Smart City Competition,Seni,Nasional,Juara 3,2022,0849572200,2026-05-13T19:21:15+07:00
PRS0b1e7319,2018FIS25448,Smart City Competition,Debat,Regional,Finalis,2020,0422371766,2026-05-13T19:21:15+07:00
PRS83a4cb99,2021FT07007,ACM ICPC Regional,Seni,Internasional,Finalis,2024,0759457411,2026-05-13T19:21:15+07:00
PRS12357eec,2022TP42227,Pilmapres,Riset,Internasional,Juara 1,2021,0824702188,2026-05-13T19:21:15+07:00
PRS681d8609,2025FT20158,Electric Vehicle Competition,Olahraga,Institusi,Finalis,2020,0160236295,2026-05-13T19:21:15+07:00
PRS9aa1ca5b,2021KIM48313,Geospatial Hackathon,Teknologi,Nasional,Finalis,2023,0129602551,2026-05-13T19:21:15+07:00
PRSb4835d08,2025AG35540,ACM ICPC Regional,Teknologi,Institusi,Juara 3,2020,0963802727,2026-05-13T19:21:15+07:00
PRSae1f812a,2022AR06293,Kontes Robot Indonesia,Riset,Internasional,Juara 1,2020,0882105202,2026-05-13T19:21:15+07:00
PRS60ea0c73,2023MTK37622,ACM ICPC Regional,Seni,Institusi,Juara 2,2020,0947680128,2026-05-13T19:21:15+07:00
PRS59d245f5,2024IF34688,Data Science Challenge,Olahraga,Nasional,Juara 1,2024,0371226289,2026-05-13T19:21:15+07:00
PRS44e6b716,2018SI34532,Shell Eco-Marathon,Teknologi,Nasional,Juara 2,2022,0387606199,2026-05-13T19:21:15+07:00
PRS5f4e4a6d,2019TE00937,Pilmapres,Seni,Internasional,Finalis,2021,,2026-05-13T19:21:15+07:00
PRS50b5fcd4,2018TS21463,PKM Dikti,Debat,Regional,Juara 3,2022,0501081373,2026-05-13T19:21:15+07:00
PRSc13ead9a,2022PWK48732,Data Science Challenge,Riset,Nasional,Juara 1,2020,,2026-05-13T19:21:15+07:00
PRSd8f67551,2024FT18654,Data Science Challenge,Debat,Internasional,Juara 3,2023,,2026-05-13T19:21:15+07:00
PRS248907f3,2021AG03989,Gemastik,Debat,Institusi,Juara 3,2020,0294007242,2026-05-13T19:21:15+07:00
PRSb7d2e976,2021TP36606,LKTIN Nasional,Teknologi,Nasional,Juara 1,2021,,2026-05-13T19:21:15+07:00
PRS4baef228,2021TG42525,KMIPN,Riset,Institusi,Juara 1,2021,,2026-05-13T19:21:15+07:00
PRS181c4d3b,2022AR26173,IoT Hackathon,Olahraga,Regional,Finalis,2024,0347829093,2026-05-13T19:21:15+07:00
PRS4a49a79a,2020IF06692,PKM Dikti,Seni,Nasional,Juara 2,2022,0202352712,2026-05-13T19:21:15+07:00
PRS831d191e,2018GL35037,Imagine Cup,Olahraga,Internasional,Finalis,2022,0355505235,2026-05-13T19:21:15+07:00
PRS683f9aa5,2018KIM27336,Pilmapres,Teknologi,Regional,Juara 3,2022,0730892074,2026-05-13T19:21:15+07:00
PRS13634771,2023TE25307,ONMIPA,Seni,Regional,Finalis,2020,0643509269,2026-05-13T19:21:15+07:00
PRS4e64a383,2019AR17195,KMIPN,Teknologi,Regional,Juara 3,2025,,2026-05-13T19:21:15+07:00
PRS88bbe4f7,2018AG17529,Electric Vehicle Competition,Riset,Nasional,Juara 1,2024,0343042491,2026-05-13T19:21:15+07:00
PRS9a9123fd,2022TS05579,Data Science Challenge,Teknologi,Institusi,Juara 1,2020,,2026-05-13T19:21:15+07:00
PRS5799b05c,2019TS29169,Electric Vehicle Competition,Riset,Internasional,Juara 1,2024,0887456044,2026-05-13T19:21:15+07:00
PRS7d4272c1,2021TK49521,Gemastik,Seni,Nasional,Juara 3,2024,0477981619,2026-05-13T19:21:15+07:00
PRSc4cefac6,2024TG39501,Kontes Robot Indonesia,Debat,Regional,Juara 3,2023,,2026-05-13T19:21:15+07:00
PRSd3217951,2021AG47654,Data Science Challenge,Desain,Regional,Juara 2,2022,0870434510,2026-05-13T19:21:15+07:00
PRS97efb19b,2024TI09027,Shell Eco-Marathon,Riset,Regional,Finalis,2024,0143876399,2026-05-13T19:21:15+07:00
PRS7b8c78ce,2023SK48251,National Bridge Competition,Debat,Regional,Juara 1,2020,0804242561,2026-05-13T19:21:15+07:00
